longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.53,36.55,34.00,2065.00,343.00,1041.00,313.00,3.29,111500.00
-119.53,34.41,8.00,1705.00,400.00,886.00,391.00,3.97,297400.00
-119.53,34.40,14.00,1671.00,383.00,1079.00,365.00,3.14,248700.00
-119.53,34.38,22.00,2323.00,727.00,1301.00,478.00,2.79,300000.00
-119.54,36.70,20.00,1815.00,375.00,1665.00,357.00,2.24,58900.00
-119.54,36.51,36.00,49.00,7.00,28.00,2.00,4.63,162500.00
-119.55,37.75,30.00,2165.00,536.00,1500.00,414.00,3.54,55900.00
-119.55,36.72,6.00,1186.00,234.00,1135.00,218.00,2.15,63900.00
-119.55,36.71,32.00,1963.00,508.00,2052.00,518.00,1.91,55800.00
-119.55,36.70,31.00,1671.00,372.00,1371.00,347.00,2.37,63900.00
-119.55,36.61,14.00,3004.00,793.00,3535.00,735.00,1.59,56900.00
-119.55,36.60,18.00,2379.00,448.00,1638.00,436.00,2.31,57100.00
-119.55,36.52,31.00,1986.00,417.00,1042.00,422.00,3.03,70200.00
-119.55,36.51,46.00,55.00,11.00,26.00,5.00,4.13,67500.00
-119.55,36.51,46.00,1889.00,390.00,971.00,403.00,2.21,76600.00
-119.55,36.37,26.00,1912.00,339.00,1002.00,311.00,3.04,126300.00
-119.55,34.38,17.00,1951.00,368.00,681.00,350.00,2.73,500001.00
-119.56,37.29,14.00,2391.00,451.00,798.00,308.00,3.09,114600.00
-119.56,36.71,29.00,1963.00,392.00,1208.00,398.00,2.57,73000.00
-119.56,36.70,40.00,1195.00,326.00,1135.00,315.00,2.12,58900.00
-119.56,36.10,29.00,424.00,78.00,284.00,73.00,1.53,43800.00
-119.56,36.10,25.00,1093.00,262.00,893.00,252.00,2.13,50800.00
-119.56,36.09,35.00,1648.00,285.00,792.00,265.00,3.28,64700.00
-119.56,36.09,14.00,1267.00,290.00,1077.00,279.00,1.85,52300.00
-119.56,36.08,37.00,766.00,189.00,639.00,190.00,1.66,42100.00
-119.57,37.94,17.00,346.00,130.00,51.00,20.00,3.49,137500.00
-119.57,37.02,16.00,4199.00,794.00,2140.00,722.00,3.33,111800.00
-119.57,36.72,11.00,2510.00,460.00,1248.00,445.00,3.62,99500.00
-119.57,36.71,10.00,1657.00,359.00,958.00,380.00,2.65,84800.00
-119.57,36.70,7.00,1761.00,309.00,974.00,308.00,3.73,83900.00
-119.57,36.70,34.00,1759.00,354.00,899.00,337.00,2.68,72900.00
-119.57,36.70,30.00,2370.00,412.00,1248.00,410.00,3.14,72300.00
-119.57,36.44,30.00,1860.00,337.00,1123.00,347.00,3.49,94200.00
-119.57,36.27,20.00,2673.00,452.00,1394.00,449.00,2.63,97400.00
-119.57,36.10,36.00,1729.00,317.00,737.00,278.00,3.53,68800.00
-119.57,36.10,16.00,1461.00,400.00,1201.00,384.00,1.57,54800.00
-119.58,36.83,13.00,6135.00,863.00,2473.00,774.00,5.49,156700.00
-119.58,36.77,19.00,3225.00,548.00,1760.00,542.00,4.02,126500.00
-119.58,36.69,42.00,1032.00,215.00,812.00,225.00,1.98,58100.00
-119.58,36.11,21.00,2004.00,385.00,1397.00,398.00,2.22,61600.00
-119.59,37.39,19.00,3273.00,611.00,1164.00,481.00,3.54,106500.00
-119.59,36.72,18.00,1284.00,193.00,621.00,190.00,4.54,130600.00
-119.59,36.57,19.00,1733.00,303.00,911.00,281.00,3.60,131700.00
-119.59,36.52,35.00,990.00,192.00,674.00,178.00,3.32,101600.00
-119.59,36.11,32.00,752.00,159.00,524.00,155.00,2.25,50000.00
-119.59,34.43,28.00,2718.00,542.00,1066.00,442.00,4.21,500001.00
-119.59,34.39,35.00,622.00,170.00,278.00,139.00,3.70,335000.00
-119.60,37.29,13.00,1722.00,325.00,712.00,269.00,2.63,137500.00
-119.60,36.66,27.00,1388.00,296.00,1056.00,284.00,1.61,55200.00
-119.60,36.57,42.00,2311.00,439.00,1347.00,436.00,2.56,69700.00
-119.60,36.57,33.00,1923.00,403.00,1205.00,389.00,1.83,68300.00
-119.60,36.56,36.00,738.00,168.00,737.00,186.00,1.44,54400.00
-119.61,36.94,14.00,863.00,151.00,315.00,135.00,4.27,151800.00
-119.61,36.59,10.00,2842.00,620.00,1443.00,576.00,2.27,92700.00
-119.61,36.58,29.00,1312.00,280.00,788.00,271.00,2.70,73000.00
-119.61,36.57,42.00,2242.00,521.00,1359.00,483.00,1.58,65100.00
-119.61,36.56,34.00,1911.00,497.00,1886.00,481.00,1.63,53000.00
-119.61,36.31,25.00,1847.00,371.00,1460.00,353.00,1.88,46300.00
-119.61,34.45,33.00,3597.00,519.00,1207.00,479.00,5.40,500001.00
-119.61,34.43,16.00,2665.00,391.00,794.00,311.00,9.03,500001.00
-119.62,37.33,7.00,3389.00,621.00,1268.00,474.00,3.02,147800.00
-119.62,36.58,13.00,1788.00,405.00,1652.00,411.00,2.69,62400.00
-119.63,36.79,19.00,1317.00,189.00,517.00,187.00,4.53,148700.00
-119.63,36.70,42.00,1338.00,215.00,617.00,222.00,3.08,133300.00
-119.63,36.60,33.00,1589.00,294.00,1102.00,307.00,1.97,62400.00
-119.63,36.58,22.00,1794.00,435.00,1127.00,359.00,1.26,55300.00
-119.63,36.35,4.00,1684.00,343.00,920.00,324.00,4.24,90600.00
-119.63,36.34,26.00,1463.00,261.00,699.00,219.00,3.55,71400.00
-119.63,36.33,14.00,2928.00,600.00,1633.00,559.00,1.84,67500.00
-119.63,36.18,23.00,207.00,45.00,171.00,50.00,2.43,100000.00
-119.63,34.40,29.00,3865.00,814.00,1266.00,613.00,6.01,500001.00
-119.64,37.61,30.00,2857.00,661.00,291.00,135.00,2.68,164600.00
-119.64,37.31,15.00,2654.00,530.00,1267.00,489.00,2.84,104400.00
-119.64,36.82,14.00,4872.00,656.00,2085.00,617.00,5.67,173800.00
-119.64,36.56,34.00,576.00,117.00,363.00,97.00,2.07,92500.00
-119.64,36.36,13.00,2360.00,340.00,1055.00,312.00,5.21,97400.00
-119.64,36.35,23.00,3182.00,563.00,1525.00,585.00,3.81,90400.00
-119.64,36.33,41.00,3095.00,766.00,1852.00,721.00,1.45,51700.00
-119.64,36.32,32.00,2205.00,523.00,1772.00,479.00,1.36,43100.00
-119.64,36.31,27.00,1513.00,314.00,1071.00,284.00,1.59,50100.00
-119.64,34.43,32.00,1872.00,318.00,749.00,296.00,4.63,500001.00
-119.65,37.32,11.00,2161.00,448.00,820.00,405.00,2.36,122300.00
-119.65,37.09,17.00,1280.00,254.00,707.00,267.00,3.55,106300.00
-119.65,36.62,6.00,1931.00,422.00,1344.00,414.00,1.66,58000.00
-119.65,36.51,30.00,1671.00,319.00,966.00,282.00,3.13,100000.00
-119.65,36.37,4.00,3725.00,783.00,1478.00,600.00,3.55,148000.00
-119.65,36.35,38.00,3148.00,568.00,1378.00,537.00,2.88,85500.00
-119.65,36.35,21.00,1745.00,266.00,837.00,292.00,4.39,107900.00
-119.65,36.34,47.00,1869.00,357.00,832.00,315.00,3.08,76100.00
-119.65,36.34,46.00,1730.00,337.00,752.00,323.00,1.85,67200.00
-119.65,36.33,52.00,1257.00,257.00,624.00,243.00,2.35,59100.00
-119.65,36.33,47.00,1059.00,268.00,693.00,241.00,1.39,53800.00
-119.65,36.32,11.00,1294.00,314.00,713.00,290.00,1.54,50400.00
-119.65,36.30,28.00,941.00,175.00,588.00,180.00,2.35,53400.00
-119.66,37.39,10.00,2106.00,410.00,1003.00,397.00,2.78,124100.00
-119.66,36.35,15.00,1724.00,374.00,947.00,391.00,3.11,91900.00
-119.66,36.33,16.00,2048.00,373.00,1052.00,388.00,4.09,92800.00
-119.66,36.33,10.00,1623.00,409.00,988.00,395.00,1.42,58100.00
-119.66,36.32,24.00,2652.00,568.00,1532.00,445.00,2.33,56800.00
-119.66,36.30,18.00,1147.00,202.00,717.00,212.00,3.37,70500.00
-119.66,34.44,26.00,2790.00,413.00,1014.00,397.00,6.56,500001.00
-119.66,34.43,27.00,5509.00,1059.00,2591.00,979.00,3.85,500001.00
-119.67,37.27,13.00,5087.00,981.00,2284.00,913.00,2.74,123100.00
-119.67,36.89,15.00,2373.00,364.00,1280.00,386.00,5.31,167500.00
-119.67,36.83,4.00,2145.00,334.00,1024.00,308.00,5.09,113700.00
-119.67,36.83,3.00,2029.00,336.00,1003.00,340.00,4.44,111300.00
-119.67,36.81,4.00,1262.00,216.00,622.00,199.00,4.94,114400.00
-119.67,36.80,9.00,3712.00,508.00,1632.00,474.00,6.01,163100.00
-119.67,36.74,19.00,2788.00,614.00,1365.00,525.00,2.78,120300.00
-119.67,36.73,27.00,2845.00,417.00,1219.00,460.00,4.92,117900.00
-119.67,36.72,31.00,843.00,140.00,453.00,149.00,2.69,153800.00
-119.67,36.35,10.00,1090.00,164.00,470.00,158.00,4.94,118800.00
-119.67,34.44,32.00,3202.00,537.00,1316.00,538.00,5.29,463800.00
-119.67,34.43,39.00,1467.00,381.00,1404.00,374.00,2.37,241400.00
-119.67,34.42,37.00,1673.00,444.00,1477.00,446.00,2.06,246700.00
-119.67,34.42,23.00,1333.00,393.00,1369.00,381.00,2.59,232600.00
-119.67,34.38,28.00,1814.00,526.00,849.00,420.00,3.16,364300.00
-119.68,37.35,13.00,2307.00,386.00,925.00,347.00,3.13,119800.00
-119.68,37.19,10.00,3113.00,589.00,1508.00,512.00,2.82,96100.00
-119.68,36.83,11.00,2455.00,344.00,1110.00,339.00,6.11,120000.00
-119.68,36.81,16.00,2668.00,454.00,1536.00,457.00,3.98,88900.00
-119.68,36.81,13.00,2589.00,413.00,1356.00,435.00,5.03,106200.00
-119.68,36.80,7.00,2855.00,518.00,1748.00,498.00,4.21,88400.00
-119.68,36.79,16.00,1551.00,271.00,1010.00,292.00,3.54,71300.00
-119.68,36.77,21.00,1260.00,182.00,583.00,205.00,6.01,150800.00
-119.68,36.63,39.00,1237.00,256.00,638.00,239.00,3.01,65300.00
-119.68,36.62,31.00,834.00,229.00,616.00,211.00,1.66,61200.00
-119.68,36.32,28.00,1325.00,276.00,873.00,240.00,2.58,54400.00
-119.68,36.32,26.00,592.00,121.00,268.00,116.00,1.76,120800.00
-119.68,36.31,12.00,2739.00,535.00,1859.00,498.00,2.99,60600.00
-119.68,34.44,23.00,2600.00,398.00,917.00,374.00,8.74,500001.00
-119.68,34.43,49.00,1785.00,386.00,1267.00,380.00,3.52,251200.00
-119.68,34.43,33.00,1961.00,462.00,1693.00,445.00,2.99,236000.00
-119.68,34.42,38.00,1452.00,354.00,1139.00,340.00,2.71,236800.00
-119.69,36.86,20.00,1676.00,263.00,786.00,240.00,4.00,164600.00
-119.69,36.85,20.00,2655.00,432.00,1081.00,379.00,4.54,143100.00
-119.69,36.83,8.00,943.00,189.00,475.00,155.00,4.93,89500.00
-119.69,36.83,7.00,2075.00,353.00,1040.00,362.00,3.99,100200.00
-119.69,36.83,32.00,1098.00,226.00,726.00,224.00,1.49,54600.00
-119.69,36.83,28.00,1868.00,350.00,898.00,329.00,3.18,78900.00
-119.69,36.82,17.00,1897.00,433.00,1207.00,384.00,1.80,55900.00
-119.69,36.81,13.00,1524.00,366.00,994.00,370.00,2.54,93800.00
-119.69,36.79,15.00,2524.00,451.00,1207.00,424.00,2.74,76300.00
-119.69,36.79,13.00,1736.00,313.00,993.00,314.00,3.77,83600.00
-119.69,36.77,22.00,2456.00,496.00,1720.00,417.00,2.69,60600.00
-119.69,36.75,6.00,1926.00,303.00,965.00,316.00,4.75,93100.00
-119.69,36.75,13.00,2343.00,409.00,1347.00,405.00,4.00,93100.00
-119.69,36.74,23.00,2097.00,385.00,911.00,405.00,3.51,121600.00
-119.69,36.74,17.00,2438.00,598.00,1563.00,538.00,1.54,62500.00
-119.69,36.71,25.00,556.00,79.00,249.00,71.00,4.46,108300.00
-119.69,36.69,36.00,1432.00,269.00,836.00,237.00,2.16,88300.00
-119.69,36.46,29.00,1702.00,301.00,914.00,280.00,2.81,79200.00
-119.69,36.43,29.00,1799.00,356.00,1278.00,387.00,1.78,57900.00
-119.69,36.41,38.00,1016.00,202.00,540.00,187.00,2.29,75000.00
-119.69,36.25,35.00,2011.00,349.00,970.00,300.00,2.40,94100.00
-119.69,35.62,18.00,820.00,239.00,1345.00,207.00,2.12,47500.00
-119.69,34.44,41.00,1989.00,271.00,666.00,269.00,6.84,500001.00
-119.69,34.43,44.00,2440.00,485.00,1011.00,442.00,4.15,443600.00
-119.69,34.43,43.00,1257.00,311.00,671.00,263.00,2.88,280600.00
-119.69,34.43,37.00,2801.00,497.00,1150.00,476.00,5.83,387700.00
-119.69,34.43,30.00,1273.00,343.00,1082.00,325.00,2.51,228100.00
-119.69,34.42,52.00,302.00,112.00,392.00,114.00,2.60,258300.00
-119.69,34.42,17.00,1826.00,544.00,1325.00,532.00,1.28,253600.00
-119.69,34.41,44.00,1208.00,357.00,603.00,297.00,2.61,500000.00
-119.70,36.94,15.00,1449.00,277.00,649.00,265.00,2.49,86300.00
-119.70,36.83,23.00,3532.00,756.00,1885.00,758.00,2.59,71400.00
-119.70,36.82,25.00,2379.00,540.00,1482.00,484.00,2.32,68200.00
-119.70,36.81,32.00,2623.00,528.00,1570.00,492.00,2.72,68000.00
-119.70,36.80,31.00,1746.00,321.00,1186.00,360.00,2.69,66400.00
-119.70,34.47,32.00,3725.00,569.00,1304.00,527.00,7.73,500001.00
-119.70,34.43,52.00,977.00,289.00,412.00,272.00,2.13,300000.00
-119.70,34.43,52.00,1364.00,460.00,804.00,400.00,2.38,293800.00
-119.70,34.43,39.00,1486.00,467.00,758.00,409.00,2.69,320600.00
-119.70,34.43,37.00,1462.00,306.00,678.00,322.00,5.15,418400.00
-119.70,34.43,35.00,1402.00,369.00,654.00,385.00,2.62,318800.00
-119.70,34.42,52.00,329.00,109.00,291.00,102.00,1.47,350000.00
-119.70,34.41,52.00,1526.00,458.00,1633.00,449.00,2.21,226500.00
-119.70,34.41,19.00,2086.00,575.00,1701.00,530.00,2.80,236100.00
-119.70,34.41,19.00,1215.00,360.00,1349.00,423.00,2.66,226500.00
-119.70,34.36,35.00,1604.00,334.00,904.00,337.00,4.74,336400.00
-119.71,36.88,17.00,2236.00,315.00,992.00,312.00,6.94,165200.00
-119.71,36.83,5.00,1087.00,338.00,623.00,362.00,1.81,113400.00
-119.71,36.83,15.00,2727.00,500.00,1228.00,436.00,3.51,109000.00
-119.71,36.82,12.00,2144.00,568.00,1320.00,566.00,2.34,112500.00
-119.71,36.81,9.00,1122.00,290.00,662.00,284.00,2.05,55000.00
-119.71,36.81,19.00,1648.00,368.00,557.00,354.00,1.80,72800.00
-119.71,36.80,25.00,875.00,156.00,646.00,166.00,3.00,72800.00
-119.71,36.80,17.00,2056.00,366.00,1259.00,367.00,3.93,84700.00
-119.71,36.80,17.00,1415.00,267.00,861.00,293.00,3.25,81400.00
-119.71,36.79,34.00,1891.00,323.00,966.00,355.00,3.67,82000.00
-119.71,36.77,11.00,5112.00,1384.00,2487.00,1243.00,2.15,75900.00
-119.71,36.76,28.00,2675.00,527.00,1392.00,521.00,2.31,72000.00
-119.71,36.74,18.00,8099.00,1670.00,4476.00,1514.00,2.47,88300.00
-119.71,36.73,19.00,3972.00,585.00,1586.00,560.00,5.26,151400.00
-119.71,34.45,35.00,2183.00,363.00,988.00,351.00,5.59,384400.00
-119.71,34.44,52.00,1837.00,343.00,711.00,355.00,4.13,443000.00
-119.71,34.43,48.00,2408.00,536.00,1005.00,497.00,3.52,458600.00
-119.71,34.43,47.00,1572.00,417.00,790.00,384.00,2.64,279200.00
-119.71,34.43,18.00,1170.00,372.00,681.00,346.00,2.20,255000.00
-119.71,34.42,52.00,1838.00,692.00,851.00,576.00,1.49,237500.00
-119.71,34.42,50.00,840.00,279.00,488.00,270.00,2.21,258300.00
-119.71,34.42,49.00,1560.00,436.00,1041.00,411.00,2.93,246900.00
-119.71,34.42,39.00,1172.00,322.00,606.00,316.00,2.16,259100.00
-119.71,34.42,31.00,1643.00,499.00,1253.00,499.00,3.16,267000.00
-119.71,34.42,23.00,2068.00,658.00,1898.00,570.00,2.55,230800.00
-119.71,34.41,18.00,1225.00,317.00,694.00,306.00,3.68,255000.00
-119.71,34.40,36.00,1846.00,358.00,748.00,329.00,4.23,326800.00
-119.72,37.46,13.00,1999.00,375.00,750.00,308.00,2.88,96000.00
-119.72,37.38,16.00,2131.00,424.00,989.00,369.00,2.61,103700.00
-119.72,36.82,16.00,2627.00,613.00,1054.00,623.00,1.95,112500.00
-119.72,36.81,28.00,1651.00,305.00,780.00,309.00,2.95,72200.00
-119.72,36.81,15.00,2175.00,564.00,1194.00,482.00,2.68,87500.00
-119.72,36.80,23.00,2128.00,442.00,1047.00,450.00,2.63,71500.00
-119.72,36.80,16.00,2396.00,526.00,1338.00,518.00,2.17,78800.00
-119.72,36.80,15.00,3045.00,689.00,1340.00,588.00,3.20,85700.00
-119.72,36.76,23.00,6403.00,1370.00,3573.00,1260.00,2.30,69000.00
-119.72,36.75,27.00,1691.00,282.00,869.00,337.00,3.95,86900.00
-119.72,36.75,11.00,4832.00,993.00,2190.00,888.00,2.66,74700.00
-119.72,36.73,9.00,1914.00,491.00,1116.00,424.00,1.46,65900.00
-119.72,36.72,15.00,1713.00,246.00,766.00,232.00,6.82,127200.00
-119.72,36.71,7.00,2456.00,463.00,1350.00,424.00,3.02,91600.00
-119.72,36.34,33.00,1287.00,214.00,580.00,210.00,3.20,112500.00
-119.72,36.32,40.00,1185.00,221.00,676.00,256.00,2.27,52600.00
-119.72,34.77,35.00,2469.00,553.00,1168.00,427.00,2.46,62100.00
-119.72,34.44,50.00,3265.00,509.00,1256.00,443.00,6.40,500001.00
-119.72,34.44,43.00,1781.00,342.00,663.00,358.00,4.70,293800.00
-119.72,34.44,39.00,1489.00,304.00,700.00,268.00,3.88,289900.00
-119.72,34.43,36.00,1156.00,309.00,521.00,304.00,2.60,320600.00
-119.72,34.43,33.00,1028.00,377.00,753.00,356.00,2.35,243800.00
-119.72,34.43,27.00,984.00,299.00,777.00,313.00,2.57,275000.00
-119.72,34.42,49.00,1610.00,370.00,961.00,351.00,2.70,260100.00
-119.72,34.42,37.00,1635.00,427.00,1027.00,408.00,3.59,264700.00
-119.72,34.42,31.00,1524.00,383.00,1257.00,398.00,2.60,250000.00
-119.72,34.41,35.00,871.00,145.00,354.00,154.00,4.32,341800.00
-119.72,34.41,35.00,1853.00,375.00,878.00,338.00,4.90,335300.00
-119.72,34.41,26.00,1648.00,378.00,954.00,405.00,3.29,335000.00
-119.73,36.83,8.00,3602.00,547.00,1959.00,580.00,5.35,138800.00
-119.73,36.83,14.00,3348.00,491.00,1584.00,493.00,5.08,111400.00
-119.73,36.81,19.00,1699.00,356.00,994.00,368.00,2.78,79700.00
-119.73,36.80,15.00,2376.00,538.00,1197.00,510.00,3.14,74600.00
-119.73,36.77,24.00,4410.00,939.00,2362.00,862.00,2.94,73000.00
-119.73,36.75,39.00,1745.00,321.00,901.00,303.00,3.17,67900.00
-119.73,36.74,14.00,6202.00,1551.00,5561.00,1435.00,1.61,64700.00
-119.73,36.73,9.00,1621.00,428.00,678.00,394.00,2.24,54200.00
-119.73,36.73,7.00,2461.00,647.00,1587.00,551.00,1.40,225000.00
-119.73,36.72,26.00,2645.00,1005.00,1660.00,991.00,0.70,89500.00
-119.73,36.72,15.00,2246.00,456.00,1190.00,403.00,2.03,70400.00
-119.73,36.68,32.00,755.00,205.00,681.00,207.00,1.80,49300.00
-119.73,36.59,31.00,1551.00,296.00,1058.00,287.00,3.34,92600.00
-119.73,36.56,32.00,1513.00,272.00,1038.00,272.00,3.05,82700.00
-119.73,36.52,20.00,1741.00,331.00,1466.00,289.00,2.59,94200.00
-119.73,34.44,48.00,2114.00,390.00,973.00,367.00,4.80,351100.00
-119.73,34.44,38.00,1729.00,394.00,801.00,395.00,3.14,357500.00
-119.73,34.43,27.00,1448.00,404.00,978.00,338.00,2.30,261000.00
-119.73,34.42,25.00,2024.00,312.00,907.00,335.00,5.41,392800.00
-119.73,34.42,23.00,1364.00,227.00,638.00,238.00,5.33,413900.00
-119.73,34.41,29.00,1769.00,297.00,703.00,269.00,4.44,350000.00
-119.73,34.35,20.00,1648.00,319.00,905.00,307.00,4.38,335200.00
-119.74,36.85,3.00,10425.00,2121.00,4432.00,1778.00,3.90,140800.00
-119.74,36.83,14.00,4675.00,829.00,2235.00,787.00,4.11,108200.00
-119.74,36.80,18.00,10862.00,2401.00,5466.00,2209.00,2.47,74300.00
-119.74,36.78,27.00,4049.00,947.00,2254.00,882.00,2.25,70700.00
-119.74,36.77,30.00,2427.00,482.00,1375.00,518.00,2.57,76900.00
-119.74,36.76,42.00,2093.00,470.00,1621.00,438.00,1.80,58700.00
-119.74,36.75,47.00,2236.00,418.00,1042.00,397.00,2.95,59600.00
-119.74,36.74,39.00,4893.00,1210.00,4749.00,1067.00,1.21,55600.00
-119.74,36.73,42.00,1236.00,272.00,946.00,261.00,2.05,50000.00
-119.74,36.73,34.00,1254.00,272.00,1056.00,279.00,2.33,50800.00
-119.74,36.72,25.00,3972.00,842.00,2863.00,729.00,2.13,58500.00
-119.74,36.71,17.00,5872.00,1250.00,5034.00,1224.00,2.19,61800.00
-119.74,36.65,19.00,2546.00,463.00,1257.00,418.00,2.90,89500.00
-119.74,36.15,21.00,1548.00,308.00,1137.00,306.00,2.47,61300.00
-119.74,34.45,29.00,2526.00,388.00,1092.00,409.00,6.06,383100.00
-119.74,34.44,27.00,1251.00,282.00,503.00,283.00,2.80,353000.00
-119.74,34.44,26.00,4257.00,1031.00,1861.00,950.00,3.40,294500.00
-119.74,34.43,26.00,3119.00,562.00,1459.00,562.00,5.04,340400.00
-119.74,34.41,30.00,2365.00,417.00,1053.00,409.00,5.60,346200.00
-119.74,34.38,32.00,1479.00,287.00,830.00,288.00,5.35,322600.00
-119.75,36.83,15.00,2793.00,436.00,1411.00,441.00,4.93,109400.00
-119.75,36.80,30.00,3308.00,662.00,1894.00,648.00,2.20,74500.00
-119.75,36.80,25.00,2718.00,504.00,1257.00,465.00,2.33,90600.00
-119.75,36.78,35.00,1129.00,220.00,474.00,242.00,2.44,74300.00
-119.75,36.77,32.00,1962.00,399.00,1005.00,392.00,2.67,70400.00
-119.75,36.76,32.00,2072.00,497.00,2002.00,470.00,1.33,44500.00
-119.75,36.75,50.00,1515.00,294.00,852.00,297.00,2.00,54200.00
-119.75,36.75,49.00,2331.00,460.00,1290.00,477.00,2.51,55400.00
-119.75,36.73,39.00,2290.00,539.00,1685.00,536.00,1.63,52100.00
-119.75,36.72,22.00,3247.00,859.00,4179.00,881.00,1.33,60800.00
-119.75,36.71,38.00,1481.00,353.00,1543.00,372.00,1.46,49800.00
-119.75,34.45,6.00,2864.00,642.00,1404.00,603.00,5.51,263800.00
-119.75,34.45,26.00,3578.00,677.00,1504.00,618.00,4.14,395000.00
-119.75,34.43,23.00,2982.00,837.00,1317.00,787.00,3.38,283200.00
-119.76,36.83,22.00,2803.00,438.00,1234.00,457.00,4.52,99600.00
-119.76,36.83,20.00,3214.00,446.00,1360.00,463.00,5.26,110900.00
-119.76,36.83,17.00,3690.00,628.00,1888.00,601.00,4.02,84200.00
-119.76,36.82,17.00,6932.00,1486.00,3056.00,1453.00,2.34,99300.00
-119.76,36.81,19.00,4643.00,1429.00,4638.00,1335.00,1.27,69400.00
-119.76,36.80,29.00,3494.00,662.00,1781.00,616.00,2.59,70900.00
-119.76,36.80,20.00,6257.00,1346.00,2795.00,1267.00,2.21,83700.00
-119.76,36.79,26.00,3654.00,837.00,1976.00,830.00,2.15,72800.00
-119.76,36.78,30.00,6117.00,1330.00,2768.00,1224.00,2.14,78800.00
-119.76,36.77,38.00,3804.00,814.00,2142.00,816.00,2.14,60200.00
-119.76,36.77,36.00,2507.00,466.00,1227.00,474.00,2.79,72300.00
-119.76,36.76,23.00,3800.00,1003.00,3786.00,917.00,1.48,50600.00
-119.76,36.75,41.00,1576.00,417.00,1567.00,366.00,1.25,45500.00
-119.76,36.75,35.00,2347.00,526.00,1676.00,481.00,1.65,49400.00
-119.76,36.75,35.00,1607.00,383.00,1407.00,382.00,2.19,53400.00
-119.76,36.74,52.00,2137.00,448.00,1194.00,444.00,1.30,69100.00
-119.76,36.73,39.00,1553.00,363.00,1449.00,341.00,1.44,45500.00
-119.76,36.72,24.00,1240.00,265.00,1035.00,232.00,2.88,60600.00
-119.76,36.71,29.00,1745.00,441.00,1530.00,391.00,1.56,44400.00
-119.76,36.68,29.00,1243.00,312.00,836.00,277.00,1.84,74200.00
-119.76,34.44,28.00,1985.00,582.00,1092.00,548.00,2.47,290900.00
-119.77,37.19,8.00,5212.00,872.00,2383.00,857.00,4.11,113600.00
-119.77,36.91,3.00,7520.00,1143.00,2878.00,1077.00,5.33,174200.00
-119.77,36.86,7.00,4139.00,544.00,1843.00,562.00,8.27,193500.00
-119.77,36.85,8.00,1519.00,234.00,711.00,248.00,5.99,123600.00
-119.77,36.84,15.00,2058.00,412.00,891.00,378.00,3.26,124400.00
-119.77,36.84,15.00,1924.00,262.00,848.00,277.00,5.39,125300.00
-119.77,36.83,19.00,3237.00,507.00,1378.00,510.00,4.78,101100.00
-119.77,36.83,16.00,2360.00,355.00,1034.00,359.00,5.06,108500.00
-119.77,36.81,28.00,1713.00,302.00,663.00,282.00,3.57,85500.00
-119.77,36.80,32.00,3461.00,665.00,1507.00,649.00,2.92,84600.00
-119.77,36.79,34.00,2679.00,460.00,1141.00,470.00,3.26,89600.00
-119.77,36.79,27.00,2258.00,427.00,1076.00,423.00,2.99,81100.00
-119.77,36.78,40.00,1411.00,284.00,609.00,296.00,1.94,67700.00
-119.77,36.78,36.00,3616.00,779.00,1994.00,786.00,2.54,67300.00
-119.77,36.77,29.00,2554.00,705.00,2669.00,655.00,1.22,61900.00
-119.77,36.76,43.00,1945.00,413.00,1492.00,422.00,1.52,54600.00
-119.77,36.76,43.00,1623.00,294.00,781.00,272.00,1.87,56000.00
-119.77,36.75,44.00,1818.00,412.00,1680.00,418.00,1.71,48300.00
-119.77,36.75,39.00,1287.00,332.00,1386.00,306.00,1.52,46900.00
-119.77,36.74,51.00,1454.00,235.00,729.00,252.00,3.31,70100.00
-119.77,36.74,50.00,1325.00,280.00,811.00,281.00,1.87,62800.00
-119.77,36.73,45.00,1081.00,241.00,821.00,230.00,1.78,52600.00
-119.77,36.73,44.00,1960.00,393.00,1286.00,381.00,2.15,53000.00
-119.77,36.32,14.00,3400.00,618.00,1867.00,612.00,3.99,92500.00
-119.77,36.31,14.00,3677.00,863.00,2191.00,785.00,2.62,69100.00
-119.77,36.30,24.00,2202.00,471.00,1052.00,439.00,2.10,62000.00
-119.77,35.65,21.00,2403.00,483.00,1647.00,415.00,2.61,80000.00
-119.77,34.44,24.00,5652.00,1313.00,2312.00,1294.00,2.47,295300.00
-119.77,34.43,28.00,3318.00,441.00,1604.00,404.00,9.78,500001.00
-119.77,34.43,22.00,2552.00,443.00,1066.00,424.00,5.13,342500.00
-119.78,38.69,17.00,1364.00,282.00,338.00,152.00,2.45,117600.00
-119.78,36.86,8.00,3468.00,675.00,1604.00,626.00,4.21,128300.00
-119.78,36.86,10.00,2902.00,363.00,1200.00,363.00,8.36,187300.00
-119.78,36.85,12.00,782.00,166.00,292.00,164.00,2.83,79500.00
-119.78,36.84,7.00,4907.00,1075.00,2014.00,909.00,3.21,111900.00
-119.78,36.83,18.00,4164.00,741.00,1817.00,681.00,4.22,95200.00
-119.78,36.83,11.00,2754.00,663.00,1328.00,604.00,2.37,69300.00
-119.78,36.82,25.00,5016.00,963.00,2133.00,928.00,3.63,89500.00
-119.78,36.82,22.00,4241.00,1147.00,1929.00,971.00,1.77,53500.00
